arrival_time,queue_len_at_arrival,service_time,start_service_time,completion_time,wait_time,system_time,priority
2211.362,0,5.977,2211.362,2217.339,0.000,5.977,1
2219.176,0,5.466,2219.176,2224.642,0.000,5.466,1
2219.600,0,14.861,2219.600,2234.461,0.000,14.861,1
2222.605,0,2.687,2222.605,2225.292,0.000,2.687,0
2232.468,0,17.821,2232.468,2250.289,0.000,17.821,1
2234.723,0,2.086,2234.723,2236.809,0.000,2.086,1
2246.382,0,3.662,2246.382,2250.043,0.000,3.662,1
2246.484,0,5.266,2246.484,2251.750,0.000,5.266,1
2249.186,0,19.032,2250.043,2269.075,0.857,19.889,1
2267.664,0,15.090,2267.664,2282.754,0.000,15.090,1
2268.356,0,16.809,2268.356,2285.165,0.000,16.809,1
2273.404,0,2.437,2273.404,2275.841,0.000,2.437,1
2278.361,0,37.554,2278.361,2315.915,0.000,37.554,1
2278.646,0,4.860,2282.754,2287.614,4.108,8.968,1
2278.742,1,3.672,2285.165,2288.837,6.423,10.095,1
2280.320,2,6.401,2287.614,2294.014,7.294,13.694,1
2289.581,0,14.179,2289.581,2303.760,0.000,14.179,0
2296.060,0,3.818,2296.060,2299.878,0.000,3.818,0
2299.987,0,5.503,2299.987,2305.489,0.000,5.503,1
2305.213,0,4.144,2305.213,2309.357,0.000,4.144,1
2307.346,0,16.883,2307.346,2324.229,0.000,16.883,1
2307.452,0,18.919,2309.357,2328.276,1.904,20.823,1
2309.735,0,5.052,2315.915,2320.967,6.180,11.233,1
2313.269,1,2.596,2320.967,2323.563,7.699,10.295,1
2314.287,2,14.193,2323.563,2337.757,9.277,23.470,1
2314.792,3,5.448,2324.229,2329.678,9.438,14.886,1
2320.031,3,10.434,2328.276,2338.710,8.245,18.679,1
2322.189,3,20.783,2329.678,2350.461,7.489,28.272,1
2324.494,2,5.568,2337.757,2343.325,13.263,18.831,1
2340.962,0,8.762,2340.962,2349.724,0.000,8.762,1
2344.686,0,27.919,2344.686,2372.605,0.000,27.919,1
2354.529,0,4.567,2354.529,2359.096,0.000,4.567,0
2366.146,0,4.887,2366.146,2371.034,0.000,4.887,1
